Dataset,Study
refGene.NM_003865.1.inc,Brown and Thomson 2016
refGene.NM_003893.1.inc,Brown and Thomson 2016
refGene.NM_003910.1.inc,Brown and Thomson 2016
refGene.NM_003913.1.inc,Brown and Thomson 2016
refGene.NM_003921.1.inc,Brown and Thomson 2016
refGene.NM_003956.1.inc,Brown and Thomson 2016
refGene.NM_004028.1,Brown and Thomson 2016
refGene.NM_004040.1,Brown and Thomson 2016
refGene.NM_004072.1.inc,Brown and Thomson 2016
refGene.NM_004101.1.inc,Brown and Thomson 2016
refGene.NM_004111.1.inc,Brown and Thomson 2016
refGene.NM_004181.1.inc,Brown and Thomson 2016
refGene.NM_004189.1.inc,Brown and Thomson 2016
refGene.NM_004232.1,Brown and Thomson 2016
refGene.NM_004247.1,Brown and Thomson 2016
refGene.NM_004251.1,Brown and Thomson 2016
refGene.NM_004264.1.inc,Brown and Thomson 2016
refGene.NM_004270.1,Brown and Thomson 2016
refGene.NM_004275.1.inc,Brown and Thomson 2016
refGene.NM_004286.1.inc,Brown and Thomson 2016
refGene.NM_004310.1,Brown and Thomson 2016
refGene.NM_004354.1.inc,Brown and Thomson 2016
refGene.NM_004502.1,Brown and Thomson 2016
refGene.NM_004673.1,Brown and Thomson 2016
refGene.NM_004767.1.inc,Brown and Thomson 2016
refGene.NM_004911.1.inc,Brown and Thomson 2016
refGene.NM_004932.1.inc,Brown and Thomson 2016
refGene.NM_004951.1.inc,Brown and Thomson 2016
refGene.NM_004964.1.inc,Brown and Thomson 2016
refGene.NM_004974.1,Brown and Thomson 2016
refGene.NM_004981.1,Brown and Thomson 2016
refGene.NM_005006.1,Brown and Thomson 2016
refGene.NM_005014.1.inc,Brown and Thomson 2016
refGene.NM_005097.1.inc,Brown and Thomson 2016
refGene.NM_005159.1.inc,Brown and Thomson 2016
refGene.NM_005208.1,Brown and Thomson 2016
refGene.NM_005226.1.inc,Brown and Thomson 2016
refGene.NM_005259.1,Brown and Thomson 2016
refGene.NM_005261.1.inc,Brown and Thomson 2016
refGene.NM_005272.1,Brown and Thomson 2016
refGene.NM_005279.1.inc,Brown and Thomson 2016
refGene.NM_005288.1.inc,Brown and Thomson 2016
refGene.NM_005295.1,Brown and Thomson 2016
refGene.NM_005296.1.inc,Brown and Thomson 2016
refGene.NM_005300.1.inc,Brown and Thomson 2016
refGene.NM_005318.1.inc,Brown and Thomson 2016
refGene.NM_005324.1,Brown and Thomson 2016
refGene.NM_005347.1.inc,Brown and Thomson 2016
refGene.NM_005384.1,Brown and Thomson 2016
refGene.NM_005388.1,Brown and Thomson 2016
refGene.NM_005398.1.inc,Brown and Thomson 2016
refGene.NM_005414.1.inc,Brown and Thomson 2016
refGene.NM_005421.1,Brown and Thomson 2016
refGene.NM_005447.1.inc,Brown and Thomson 2016
refGene.NM_005450.1.inc,Brown and Thomson 2016
refGene.NM_005497.1,Brown and Thomson 2016
refGene.NM_005508.1.inc,Brown and Thomson 2016
refGene.NM_005549.1.inc,Brown and Thomson 2016
refGene.NM_005584.1,Brown and Thomson 2016
refGene.NM_005617.1,Brown and Thomson 2016
refGene.NM_005684.1,Brown and Thomson 2016
refGene.NM_005719.1.inc,Brown and Thomson 2016
refGene.NM_005740.1,Brown and Thomson 2016
refGene.NM_005767.1.inc,Brown and Thomson 2016
refGene.NM_005786.1,Brown and Thomson 2016
refGene.NM_005841.1,Brown and Thomson 2016
refGene.NM_005842.1,Brown and Thomson 2016
refGene.NM_005880.1.inc,Brown and Thomson 2016
refGene.NM_005914.1.inc,Brown and Thomson 2016
refGene.NM_005917.1.inc,Brown and Thomson 2016
refGene.NM_005918.1.inc,Brown and Thomson 2016
refGene.NM_006063.1,Brown and Thomson 2016
refGene.NM_006119.1.inc,Brown and Thomson 2016
refGene.NM_006166.1.inc,Brown and Thomson 2016
refGene.NM_006183.1.inc,Brown and Thomson 2016
refGene.NM_006235.1.inc,Brown and Thomson 2016
refGene.NM_006238.1.inc,Brown and Thomson 2016
refGene.NM_006253.1,Brown and Thomson 2016
refGene.NM_006325.1.inc,Brown and Thomson 2016
refGene.NM_006333.1.inc,Brown and Thomson 2016
refGene.NM_006356.1,Brown and Thomson 2016
refGene.NM_006360.1,Brown and Thomson 2016
refGene.NM_006409.1.inc,Brown and Thomson 2016
refGene.NM_006431.1.inc,Brown and Thomson 2016
refGene.NM_006439.1,Brown and Thomson 2016
refGene.NM_006577.1,Brown and Thomson 2016
refGene.NM_006581.1,Brown and Thomson 2016
refGene.NM_006621.1.inc,Brown and Thomson 2016
refGene.NM_006622.1.inc,Brown and Thomson 2016
refGene.NM_006626.1.inc,Brown and Thomson 2016
refGene.NM_006714.1.inc,Brown and Thomson 2016
refGene.NM_006735.1,Brown and Thomson 2016
refGene.NM_006763.1.inc,Brown and Thomson 2016
refGene.NM_006769.1,Brown and Thomson 2016
refGene.NM_006803.1.inc,Brown and Thomson 2016
refGene.NM_006815.1,Brown and Thomson 2016
refGene.NM_006823.1,Brown and Thomson 2016
refGene.NM_006824.1.inc,Brown and Thomson 2016
refGene.NM_006831.1,Brown and Thomson 2016
refGene.NM_006874.1.inc,Brown and Thomson 2016
refGene.NM_006977.1,Brown and Thomson 2016
refGene.NM_006982.1,Brown and Thomson 2016
refGene.NM_007006.1.inc,Brown and Thomson 2016
refGene.NM_007022.1,Brown and Thomson 2016
refGene.NM_007026.1,Brown and Thomson 2016
refGene.NM_007034.1,Brown and Thomson 2016
refGene.NM_007173.1,Brown and Thomson 2016
refGene.NM_007197.1.inc,Brown and Thomson 2016
refGene.NM_007218.1.inc,Brown and Thomson 2016
refGene.NM_007226.1.inc,Brown and Thomson 2016
refGene.NM_007276.1,Brown and Thomson 2016
refGene.NM_007281.1.inc,Brown and Thomson 2016
refGene.NM_012125.1.inc,Brown and Thomson 2016
refGene.NM_012129.1,Brown and Thomson 2016
refGene.NM_012188.1,Brown and Thomson 2016
refGene.NM_012193.1.inc,Brown and Thomson 2016
refGene.NM_012225.1.inc,Brown and Thomson 2016
refGene.NM_012342.1.inc,Brown and Thomson 2016
refGene.NM_012396.1.inc,Brown and Thomson 2016
refGene.NM_012456.1,Brown and Thomson 2016
refGene.NM_012469.1.inc,Brown and Thomson 2016
refGene.NM_013231.1,Brown and Thomson 2016
refGene.NM_013254.1,Brown and Thomson 2016
refGene.NM_013308.1.inc,Brown and Thomson 2016
refGene.NM_013409.1.inc,Brown and Thomson 2016
refGene.NM_014044.1.inc,Brown and Thomson 2016
refGene.NM_014181.1.inc,Brown and Thomson 2016
refGene.NM_014206.1.inc,Brown and Thomson 2016
refGene.NM_014228.1.inc,Brown and Thomson 2016
refGene.NM_014306.1.inc,Brown and Thomson 2016
refGene.NM_014310.1,Brown and Thomson 2016
refGene.NM_014350.1.inc,Brown and Thomson 2016
refGene.NM_014379.1.inc,Brown and Thomson 2016
refGene.NM_014384.1.inc,Brown and Thomson 2016
refGene.NM_014391.1.inc,Brown and Thomson 2016
refGene.NM_014408.1.inc,Brown and Thomson 2016
refGene.NM_014456.1.inc,Brown and Thomson 2016
refGene.NM_014460.1,Brown and Thomson 2016
refGene.NM_014613.1.inc,Brown and Thomson 2016
refGene.NM_014717.1,Brown and Thomson 2016
refGene.NM_014755.1,Brown and Thomson 2016
refGene.NM_014838.1.inc,Brown and Thomson 2016
refGene.NM_014846.1,Brown and Thomson 2016
refGene.NM_014872.1,Brown and Thomson 2016
refGene.NM_014876.1,Brown and Thomson 2016
refGene.NM_014879.1.inc,Brown and Thomson 2016
refGene.NM_014890.1,Brown and Thomson 2016
refGene.NM_014904.1,Brown and Thomson 2016
refGene.NM_014936.1,Brown and Thomson 2016
refGene.NM_015069.1.inc,Brown and Thomson 2016
refGene.NM_015093.1.inc,Brown and Thomson 2016
refGene.NM_015464.1.inc,Brown and Thomson 2016
refGene.NM_015483.1,Brown and Thomson 2016
refGene.NM_015508.1.inc,Brown and Thomson 2016
refGene.NM_015564.1,Brown and Thomson 2016
refGene.NM_015676.1,Brown and Thomson 2016
refGene.NM_015946.1.inc,Brown and Thomson 2016
refGene.NM_015959.1,Brown and Thomson 2016
refGene.NM_015971.1.inc,Brown and Thomson 2016
refGene.NM_016014.1.inc,Brown and Thomson 2016
refGene.NM_016072.1.inc,Brown and Thomson 2016
refGene.NM_016083.1,Brown and Thomson 2016
refGene.NM_016084.1.inc,Brown and Thomson 2016
refGene.NM_016161.1.inc,Brown and Thomson 2016
refGene.NM_016257.1,Brown and Thomson 2016
refGene.NM_016272.1.inc,Brown and Thomson 2016
refGene.NM_016399.1,Brown and Thomson 2016
refGene.NM_016437.1.inc,Brown and Thomson 2016
refGene.NM_016472.1,Brown and Thomson 2016
refGene.NM_016484.1.inc,Brown and Thomson 2016
refGene.NM_016591.1.inc,Brown and Thomson 2016
refGene.NM_016932.1,Brown and Thomson 2016
refGene.NM_017437.1,Brown and Thomson 2016
refGene.NM_017444.1.inc,Brown and Thomson 2016
refGene.NM_017594.1,Brown and Thomson 2016
refGene.NM_017704.1.inc,Brown and Thomson 2016
refGene.NM_017709.1,Brown and Thomson 2016
refGene.NM_017872.1.inc,Brown and Thomson 2016
refGene.NM_017896.1,Brown and Thomson 2016
refGene.NM_017897.1.inc,Brown and Thomson 2016
refGene.NM_017902.1.inc,Brown and Thomson 2016
refGene.NM_017994.1.inc,Brown and Thomson 2016
refGene.NM_018047.1,Brown and Thomson 2016
refGene.NM_018095.1,Brown and Thomson 2016
refGene.NM_018126.1.inc,Brown and Thomson 2016
refGene.NM_018328.1.inc,Brown and Thomson 2016
refGene.NM_018389.1.inc,Brown and Thomson 2016
refGene.NM_018400.1.inc,Brown and Thomson 2016
refGene.NM_018448.1.inc,Brown and Thomson 2016
refGene.NM_018704.1.inc,Brown and Thomson 2016
refGene.NM_018706.1.inc,Brown and Thomson 2016
refGene.NM_018982.1.inc,Brown and Thomson 2016
refGene.NM_019106.1,Brown and Thomson 2016
refGene.NM_019888.1.inc,Brown and Thomson 2016
refGene.NM_020130.1.inc,Brown and Thomson 2016
refGene.NM_020157.1.inc,Brown and Thomson 2016
refGene.NM_020179.1,Brown and Thomson 2016
refGene.NM_020190.1.inc,Brown and Thomson 2016
refGene.NM_020311.1.inc,Brown and Thomson 2016
refGene.NM_020345.1,Brown and Thomson 2016
refGene.NM_020425.1.inc,Brown and Thomson 2016
refGene.NM_020783.1.inc,Brown and Thomson 2016
refGene.NM_020786.1.inc,Brown and Thomson 2016
refGene.NM_020801.1.inc,Brown and Thomson 2016
refGene.NM_020808.1,Brown and Thomson 2016
refGene.NM_020856.1,Brown and Thomson 2016
refGene.NM_020873.1,Brown and Thomson 2016
refGene.NM_020940.1.inc,Brown and Thomson 2016
refGene.NM_020981.1,Brown and Thomson 2016
refGene.NM_021003.1,Brown and Thomson 2016
refGene.NM_021012.1.inc,Brown and Thomson 2016
refGene.NM_021109.1,Brown and Thomson 2016
refGene.NM_021734.1.inc,Brown and Thomson 2016
refGene.NM_021970.1.inc,Brown and Thomson 2016
refGene.NM_021974.1,Brown and Thomson 2016
refGene.NM_021979.1.inc,Brown and Thomson 2016
refGene.NM_022047.1.inc,Brown and Thomson 2016
refGene.NM_022361.1.inc,Brown and Thomson 2016
refGene.NM_022466.1,Brown and Thomson 2016
refGene.NM_022469.1,Brown and Thomson 2016
refGene.NM_022480.1,Brown and Thomson 2016
refGene.NM_022566.1.inc,Brown and Thomson 2016
refGene.NM_022567.1.inc,Brown and Thomson 2016
refGene.NM_022568.1.inc,Brown and Thomson 2016
refGene.NM_022728.1,Brown and Thomson 2016
refGene.NM_022739.1.inc,Brown and Thomson 2016
refGene.NM_023034.1,Brown and Thomson 2016
refGene.NM_024016.1.inc,Brown and Thomson 2016
refGene.NM_024025.1.inc,Brown and Thomson 2016
refGene.NM_024054.1.inc,Brown and Thomson 2016
refGene.NM_024093.1.inc,Brown and Thomson 2016
refGene.NM_024310.1,Brown and Thomson 2016
refGene.NM_024419.1.inc,Brown and Thomson 2016
refGene.NM_024574.1,Brown and Thomson 2016
refGene.NM_024607.1.inc,Brown and Thomson 2016
refGene.NM_024613.1,Brown and Thomson 2016
refGene.NM_024663.1.inc,Brown and Thomson 2016
refGene.NM_024731.1.inc,Brown and Thomson 2016
refGene.NM_024775.1.inc,Brown and Thomson 2016
refGene.NM_025047.1.inc,Brown and Thomson 2016
refGene.NM_025054.1.inc,Brown and Thomson 2016
refGene.NM_025159.1.inc,Brown and Thomson 2016
refGene.NM_030775.1.inc,Brown and Thomson 2016
refGene.NM_030881.1.inc,Brown and Thomson 2016
refGene.NM_030891.1.inc,Brown and Thomson 2016
refGene.NM_030939.1.inc,Brown and Thomson 2016
refGene.NM_030963.1,Brown and Thomson 2016
refGene.NM_031205.1.inc,Brown and Thomson 2016
refGene.NM_031287.1,Brown and Thomson 2016
refGene.NM_031491.1.inc,Brown and Thomson 2016
refGene.NM_032047.1,Brown and Thomson 2016
refGene.NM_032160.1.inc,Brown and Thomson 2016
refGene.NM_032186.1.inc,Brown and Thomson 2016
refGene.NM_032270.1.inc,Brown and Thomson 2016
refGene.NM_032302.1.inc,Brown and Thomson 2016
refGene.NM_032353.1.inc,Brown and Thomson 2016
refGene.NM_032402.1.inc,Brown and Thomson 2016
refGene.NM_032424.1,Brown and Thomson 2016
refGene.NM_032492.1,Brown and Thomson 2016
refGene.NM_032645.1.inc,Brown and Thomson 2016
refGene.NM_032747.1,Brown and Thomson 2016
refGene.NM_032758.1,Brown and Thomson 2016
refGene.NM_032806.1.inc,Brown and Thomson 2016
refGene.NM_032808.1.inc,Brown and Thomson 2016
refGene.NM_032859.1,Brown and Thomson 2016
refGene.NM_032936.1,Brown and Thomson 2016
refGene.NM_032992.1.inc,Brown and Thomson 2016
refGene.NM_033050.1.inc,Brown and Thomson 2016
refGene.NM_033128.1.inc,Brown and Thomson 2016
refGene.NM_033136.1.inc,Brown and Thomson 2016
refGene.NM_033211.1,Brown and Thomson 2016
refGene.NM_033397.1,Brown and Thomson 2016
refGene.NM_052841.1,Brown and Thomson 2016
refGene.NM_052901.1,Brown and Thomson 2016
refGene.NM_052910.1,Brown and Thomson 2016
refGene.NM_052913.1,Brown and Thomson 2016
refGene.NM_052935.1.inc,Brown and Thomson 2016
refGene.NM_052953.1,Brown and Thomson 2016
refGene.NM_052990.1.inc,Brown and Thomson 2016
refGene.NM_057179.1,Brown and Thomson 2016
refGene.NM_057180.1,Brown and Thomson 2016
refGene.NM_058248.1.inc,Brown and Thomson 2016
refGene.NM_078626.1.inc,Brown and Thomson 2016
refGene.NM_079422.1.inc,Brown and Thomson 2016
refGene.NM_080391.1,Brown and Thomson 2016
refGene.NM_080748.1,Brown and Thomson 2016
refGene.NM_080818.1.inc,Brown and Thomson 2016
refGene.NM_130772.1.inc,Brown and Thomson 2016
refGene.NM_130807.1.inc,Brown and Thomson 2016
refGene.NM_130844.1,Brown and Thomson 2016
refGene.NM_133463.1,Brown and Thomson 2016
refGene.NM_134262.1.inc,Brown and Thomson 2016
refGene.NM_138327.1.inc,Brown and Thomson 2016
refGene.NM_138445.1,Brown and Thomson 2016
refGene.NM_144650.1.inc,Brown and Thomson 2016
refGene.NM_144664.1.inc,Brown and Thomson 2016
refGene.NM_144703.1.inc,Brown and Thomson 2016
refGene.NM_144729.1,Brown and Thomson 2016
refGene.NM_144949.1.inc,Brown and Thomson 2016
refGene.NM_144981.1,Brown and Thomson 2016
refGene.NM_145005.1.inc,Brown and Thomson 2016
refGene.NM_145049.1,Brown and Thomson 2016
refGene.NM_145055.1,Brown and Thomson 2016
refGene.NM_145168.1.inc,Brown and Thomson 2016
refGene.NM_145196.1,Brown and Thomson 2016
refGene.NM_145266.1,Brown and Thomson 2016
refGene.NM_145701.1,Brown and Thomson 2016
refGene.NM_147189.1,Brown and Thomson 2016
refGene.NM_148177.1.inc,Brown and Thomson 2016
refGene.NM_148963.1.inc,Brown and Thomson 2016
refGene.NM_152268.1.inc,Brown and Thomson 2016
refGene.NM_152275.1.inc,Brown and Thomson 2016
refGene.NM_152316.1,Brown and Thomson 2016
refGene.NM_152511.1.inc,Brown and Thomson 2016
refGene.NM_152570.1,Brown and Thomson 2016
refGene.NM_152621.1,Brown and Thomson 2016
refGene.NM_152745.1.inc,Brown and Thomson 2016
refGene.NM_152787.1.inc,Brown and Thomson 2016
refGene.NM_152835.1,Brown and Thomson 2016
refGene.NM_153000.1.inc,Brown and Thomson 2016
refGene.NM_153377.1.inc,Brown and Thomson 2016
refGene.NM_153453.1,Brown and Thomson 2016
refGene.NM_153612.1,Brown and Thomson 2016
refGene.NM_153715.1,Brown and Thomson 2016
refGene.NM_153767.1,Brown and Thomson 2016
refGene.NM_170696.1.inc,Brown and Thomson 2016
refGene.NM_170737.1,Brown and Thomson 2016
refGene.NM_172201.1.inc,Brown and Thomson 2016
refGene.NM_172238.1,Brown and Thomson 2016
refGene.NM_172250.1,Brown and Thomson 2016
refGene.NM_173210.1,Brown and Thomson 2016
refGene.NM_173362.1.inc,Brown and Thomson 2016
refGene.NM_173475.1.inc,Brown and Thomson 2016
refGene.NM_173557.1,Brown and Thomson 2016
refGene.NM_173811.1,Brown and Thomson 2016
refGene.NM_175612.1,Brown and Thomson 2016
refGene.NM_175744.1.inc,Brown and Thomson 2016
refGene.NM_175913.1.inc,Brown and Thomson 2016
refGene.NM_176798.1.inc,Brown and Thomson 2016
refGene.NM_176824.1.inc,Brown and Thomson 2016
refGene.NM_177560.1,Brown and Thomson 2016
refGene.NM_177968.1,Brown and Thomson 2016
refGene.NM_177990.1.inc,Brown and Thomson 2016
refGene.NM_178127.1.inc,Brown and Thomson 2016
refGene.NM_178129.1.inc,Brown and Thomson 2016
refGene.NM_178445.1.inc,Brown and Thomson 2016
refGene.NM_178500.1.inc,Brown and Thomson 2016
refGene.NM_178839.1,Brown and Thomson 2016
refGene.NM_178850.1.inc,Brown and Thomson 2016
refGene.NM_181453.1.inc,Brown and Thomson 2016
refGene.NM_181581.1.inc,Brown and Thomson 2016
refGene.NM_181655.1,Brown and Thomson 2016
refGene.NM_181777.1,Brown and Thomson 2016
refGene.NM_181869.1.inc,Brown and Thomson 2016
refGene.NM_182526.1,Brown and Thomson 2016
refGene.NM_182718.1.inc,Brown and Thomson 2016
refGene.NM_182936.1,Brown and Thomson 2016
refGene.NM_198066.1.inc,Brown and Thomson 2016
refGene.NM_198204.1.inc,Brown and Thomson 2016
refGene.NM_198218.1,Brown and Thomson 2016
refGene.NM_198391.1,Brown and Thomson 2016
refGene.NM_198404.1,Brown and Thomson 2016
refGene.NM_198953.1.inc,Brown and Thomson 2016
refGene.NM_201434.1,Brown and Thomson 2016
refGene.NM_201542.1.inc,Brown and Thomson 2016
refGene.NM_203350.1.inc,Brown and Thomson 2016
refGene.NM_203376.1.inc,Brown and Thomson 2016
refGene.NM_203417.1.inc,Brown and Thomson 2016
refGene.NM_203451.1,Brown and Thomson 2016
refGene.NM_205768.1.inc,Brown and Thomson 2016
refGene.NM_207163.1.inc,Brown and Thomson 2016
refGene.NM_207391.1,Brown and Thomson 2016
refGene.NM_212460.1,Brown and Thomson 2016
RPL11-nucl,Brown and Thomson 2016
RPL38-nucl,Brown and Thomson 2016
RPL4-nucl,Brown and Thomson 2016
RPL7A-nucl,Brown and Thomson 2016
RPLP0-nucl,Brown and Thomson 2016
RPS14-nucl,Brown and Thomson 2016
RPS4X-nucl,Brown and Thomson 2016
RPS6-nucl,Brown and Thomson 2016
SDHB-nucl,Brown and Thomson 2016
SEC13-nucl,Brown and Thomson 2016
SEC62-nucl,Brown and Thomson 2016
SGK1-nucl,Brown and Thomson 2016
SLC25A20nucl,Brown and Thomson 2016
SMU1-nucl,Brown and Thomson 2016
SNX6-nucl,Brown and Thomson 2016
SOD2-nucl,Brown and Thomson 2016
SRP54-nucl,Brown and Thomson 2016
STK39-nucl,Brown and Thomson 2016
TAT-nucl,Brown and Thomson 2016
UBA5-nucl,Brown and Thomson 2016
UBE2J2-nucl,Brown and Thomson 2016
UBE2K-nucl,Brown and Thomson 2016
UBE2N-nucl,Brown and Thomson 2016
UBE2Q1-nucl,Brown and Thomson 2016
UBE2V2-nucl,Brown and Thomson 2016
VDAC1-nucl,Brown and Thomson 2016
vegaGene.OTTHUMT00000005433.1,Brown and Thomson 2016
vegaGene.OTTHUMT00000041442.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000323850.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000333584.1,Brown and Thomson 2016
vegaGene.OTTHUMT00000355040.1,Brown and Thomson 2016
vegaGene.OTTHUMT00000357209.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000358297.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000358322.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000358499.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000358689.1,Brown and Thomson 2016
vegaGene.OTTHUMT00000359220.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000359310.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000359346.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000359409.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000359652.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000359966.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000360027.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000360072.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000360178.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000360235.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000360238.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000360268.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000360490.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000360830.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000360881.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000361016.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000361037.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000361295.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000361649.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000361906.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000362038.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000362113.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000362593.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000362687.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000363032.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000363176.1,Brown and Thomson 2016
vegaGene.OTTHUMT00000363311.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000363439.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000363467.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000363513.1.inc,Brown and Thomson 2016
vegaGene.OTTHUMT00000363589.1.inc,Brown and Thomson 2016
